vessel_key,hull_number,name_en_or_romanized,name_zh,aliases_or_former_names,imo,mmsi_primary,mmsi_secondary,actor_family,operator_or_institution,vessel_type,source_ids,identity_confidence,track_availability,notes,last_checked_utc
AMTI-MM-084,,Qiong Sansha Yu 00313,,,,412520192,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-085,,Qiong Sansha Yu 00314,,,,412520193,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-086,,Qiong Sansha Yu 00315,,,,412520194,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-087,,Qiong Sansha Yu 00316,,,,412520195,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-088,,Qiong Sansha Yu 00317,,,,412520196,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-089,,Qiong Sansha Yu 00318,,,,412520197,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-090,,Qiong Sansha Yu 00401,,,,412520198,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-091,,Qiong Sansha Yu 00402,,,,412520199,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-092,,Qiong Sanya Yu 72108,,,,,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-093,,Qiong Sanya Yu 72113,,,,412524557,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-094,,Qiong Sanya Yu 72118,,,,412523272,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-095,,Qiong Sanya Yu 72122,,,,412523671,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-096,,Qiong Sanya Yu 72125,,,,,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-097,,Qiong Sanya Yu 72126,,,,412523256,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-098,,Qiong Sanya Yu 72127,,,,412524461,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-099,,Qiong Sanya Yu 72130,,,,412524449,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-100,,Qiong Sanya Yu 72131,,,,412524443,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-101,,Qiong Sanya Yu 72132,,,,412524436,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-102,,Qiong Sanya Yu 72135,,,,412524433,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-103,,Qiong Sanya Yu 72136,,,,412523613,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-104,,Qiong Sanya Yu 72199,,,,,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-105,,Qiong Yang Yu 38888,,,,412520375,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,HIGH_CONFIDENCE,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-106,,Qiong Chang Yu 11666,,,,412523165,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-107,,Qiong Dan Yu 11586,,,,412311586,412523075,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-108,,Qiong Dan Yu 16888,,,,412523024,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-109,,Qiong Dan Yu 18066,,,,412618066,412523949,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-110,,Qiong Dan Yu 19232,,,,412520235,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-111,,Qiong Dan Yu 19652,,,,412521143,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-112,,Qiong Dan Yu 26666,,,,412521957,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-113,,Qiong Dan Yu 29999,,,,412521956,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-114,,Qiong Dong Yu 11209,,,,412521609,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-115,,Qiong Dong Yu 11219,,,,412521618,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-116,,Qiong Le Yu 12177,,,,412512177,412521569,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-117,,Qiong Le Yu 12178,,,,415240106,412521574,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-118,,Qiong Le Yu 31001,,,,412522105,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-119,,Qiong Le Yu 31002,,,,412522116,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-120,,Qiong Le Yu 31777,,,,412522122,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-121,,Qiong Le Yu 31888,,,,412522146,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-122,,Qiong Le Yu 31999,,,,412522154,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-123,,Qiong Lin Yu 00568,,,,412520752,415000568,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-124,,Qiong Lin Yu 00888,,,,412522992,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-125,,Qiong Lin Yu 03021,,,,412530321,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-126,,Qiong Lin Yu 11666,,,,412521509,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-127,,Qiong Lin Yu 19002,,,,412345687,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-128,,Qiong Lin Yu 71030,,,,412524656,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-129,,Qiong Lin Yu 71058,,,,412520696,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-130,,Qiong Lin Yu 82008,,,,412520346,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-131,,Qiong Qionghai Yu 02278,,,,412522309,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-132,,Qiong Qionghai Yu 08660,,,,412523326,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-133,,Qiong Qionghai Yu 08666,,,,412522906,412523326,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-134,,Qiong Qionghai Yu 09003,,,,412524963,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-135,,Qiong Qionghai Yu 09809,,,,412522699,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-136,,Qiong Qionghai Yu 10004,,,,412521404,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-137,,Qiong Qionghai Yu 83168,,,,412520014,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-138,,Qiong Sanya Yu 72109,,,,412230085,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-139,,Qiong Sanya Yu 72121,,,,412523528,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-140,,Qiong Sanya Yu 72128,,,,412521523,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-141,,Qiong Sanya Yu 72129,,,,412521885,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-142,,Qiong Sanya Yu 72137,,,,412520344,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-143,,Qiong Sanya Yu 72138,,,,412520437,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,GFW bulk identity/activity match; no individual positions in archive; online track access authentication-blocked in R3C,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name. Exact MMSI matched the public GFW Fishing vessels v3 archive; this does not infer behavior or militia status.,2026-08-25
AMTI-MM-144,,Qiong Sanya Yu 72139,,,,412524906,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-145,,Qiong Sanya Yu 72157,,,,412521535,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-146,,Qiong Sanya Yu 72158,,,,412521982,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-147,,Qiong Sanya Yu 72186,,,,412524975,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-148,,Qiong Sanya Yu 72266,,,,412520433,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
AMTI-MM-149,,Qiong Yang Yu 28012,,,,412524943,,MILITIA;FISHING,Hainan fishing fleet; classification by AMTI,fishing vessel / suspected maritime militia,amti_hainan_militia,LIKELY,reference/commercial underlying AIS; no raw track in census,Public AMTI identity row; do not promote analyst confidence or infer missing Chinese name.,2026-08-25
PLAN-533,533,Nantong,南通,,,,,PLAN,PLA Navy,frigate,japan_joint_staff,HIGH,see source scorecard,official hull observation,2026-08-25
PLAN-530,530,Xuzhou,徐州,,,,,PLAN,PLA Navy,frigate,japan_joint_staff,HIGH,see source scorecard,official hull observation,2026-08-25
PLAN-796,796,Kaiyangxing,开阳星,,,,,PLAN,PLA Navy,electronic reconnaissance,japan_joint_staff,HIGH,see source scorecard,official hull observation,2026-08-25
PLAN-17,17,Shandong,山东,,,,,PLAN,PLA Navy,aircraft carrier,japan_joint_staff,HIGH,see source scorecard,official hull observation,2026-08-25
CCG-2304,2304,China Coast Guard 2304,中国海警2304,,,,,CCG,China Coast Guard,patrol,taiwan_cga;amti_ccg_trackers,HIGH,see source scorecard,official/analytical observations,2026-08-25
CCG-2502,2502,China Coast Guard 2502,中国海警2502,,,,,CCG,China Coast Guard,patrol,taiwan_cga;amti_ccg_trackers,HIGH,see source scorecard,official/analytical observations,2026-08-25
RV-ZSDX,,Zhong Shan Da Xue,中山大学,,,413263240,,RESEARCH,Sun Yat-sen University,research vessel,jiia_survey_reports,HIGH,see source scorecard,published MMSI in JIIA report,2026-08-25
RV-XYH01,,Xiang Yang Hong 01,向阳红01,,9779692,413330890,,RESEARCH,First Institute of Oceanography,research vessel,norc_shared_cruises;philippines_pcg,MEDIUM,see source scorecard,verify registry per build,2026-08-25
RV-XYH06,,Xiang Yang Hong 06,向阳红06,,8875011,413320530,,RESEARCH,First Institute of Oceanography,research vessel,norc_shared_cruises,MEDIUM,see source scorecard,verify registry per build,2026-08-25
RV-XYH18,,Xiang Yang Hong 18,向阳红18,,9769506,413330290,,RESEARCH,Chinese research fleet,research vessel,norc_shared_cruises,MEDIUM,see source scorecard,former-name/registry review required,2026-08-25
RV-XYH33,,Xiang Yang Hong 33,向阳红33,Hai Ce 3301,9364679,413576710,,RESEARCH,Chinese research fleet,research vessel,philippines_pcg,HIGH,see source scorecard,alias Hai Ce 3301; official report cross-check,2026-08-25
RV-XUELONG,,Xue Long,雪龙,,,,,RESEARCH,Polar Research Institute of China,polar research vessel,pangaea_xue_long_2012;china_polar_data_center,HIGH,see source scorecard,open PANGAEA track lacks MMSI,2026-08-25
RV-XUELONG2,,Xue Long 2,雪龙2,,9829241,,,RESEARCH,Polar Research Institute of China,polar research icebreaker,china_polar_data_center,HIGH,see source scorecard,catalog identity; no retrieved track,2026-08-25
RV-DFH3,,Dong Fang Hong 3,东方红3,,,,,RESEARCH,Ocean University of China,research vessel,digital_south_china_sea,MEDIUM,see source scorecard,institutional catalog,2026-08-25
RV-HDZ8,,Haiyang Dizhi 8,海洋地质八号,,,,,RESEARCH,China Geological Survey,survey vessel,chinapower_incidents,HIGH,see source scorecard,event identity; no MMSI inferred,2026-08-25
RV-XYH03,,Xiang Yang Hong 03,向阳红03,,,,,RESEARCH,Chinese research fleet,research vessel,indonesia_bakamla,HIGH,see source scorecard,official Indonesian interception; no identifier inferred,2026-08-25
RV-YW3,,Yuan Wang 3,远望3,,8887935,412962000,,RESEARCH,China Maritime Satellite Telemetry and Control Department,space-tracking ship,vesselfinder,MEDIUM,see source scorecard,commercial reference identity; track not reusable,2026-08-25
RV-YW5,,Yuan Wang 5,远望5,,9413054,413289000,,RESEARCH,China Maritime Satellite Telemetry and Control Department,space-tracking ship,vesselfinder,MEDIUM,see source scorecard,commercial reference identity; track not reusable,2026-08-25
RV-YW6,,Yuan Wang 6,远望6,,9439527,413326000,,RESEARCH,China Maritime Satellite Telemetry and Control Department,space-tracking ship,vesselfinder,MEDIUM,see source scorecard,commercial reference identity; track not reusable,2026-08-25
CCG-1306,1306,China Coast Guard 1306,中国海警1306,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-1401,1401,China Coast Guard 1401,中国海警1401,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-2305,2305,China Coast Guard 2305,中国海警2305,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-2503,2503,China Coast Guard 2503,中国海警2503,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-3102,3102,China Coast Guard 3102,中国海警3102,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
CCG-3105,3105,China Coast Guard 3105,中国海警3105,,,,,CCG,China Coast Guard,patrol / government vessel,amti_ccg_trackers;taiwan_cga;japan_jcg_senkaku;philippines_pcg,MEDIUM,see source scorecard,hull observed across source family; MMSI intentionally blank,2026-08-25
